bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
вспыхивать	вспы'хивать	blaze up, take fire, break out, flash, flare up, blush, flush	aufflammen, auflodern, in Brand geraten, Feuer fangen, ausbrechen, entbrennen, erröten, erglühen	imperfective	вспыхнуть	вспы'хивай	вспы'хивайте	вспы'хивал	вспы'хивала	вспы'хивало	вспы'хивали	вспы'хиваю	вспы'хиваешь	вспы'хивает	вспы'хиваем	вспы'хиваете	вспы'хивают
объединить	объедини'ть	unite, consolidate, amalgamate	vereinen, verbinden, vereinigen, zusammenfassen; zusammenschließen	perfective	объединять	объедини'	объедини'те	объедини'л	объедини'ла	объедини'ло	объедини'ли	объединю'	объедини'шь	объедини'т	объедини'м	объедини'те	объединя'т
рождаться	рожда'ться	be born, occur, come, arise, spring up, thrive, flourish	geboren werden	imperfective	родиться	рожда'йся	рожда'йтесь	рожда'лся	рожда'лась	рожда'лось	рожда'лись	рожда'юсь	рожда'ешься	рожда'ется	рожда'емся	рожда'етесь	рожда'ются
увеличить	увели'чить	increase, enlarge, extend, augment, magnify; zoom	vergrößern, vermehren, erweitern; erhöhen / steigern	perfective	увеличивать	увели'чь	увели'чьте	увели'чил	увели'чила	увели'чило	увели'чили	увели'чу	увели'чишь	увели'чит	увели'чим	увели'чите	увели'чат
опускать	опуска'ть	lower, sink, pull down, omit, turn down	senken, herunterlassen	imperfective	опустить	опуска'й	опуска'йте	опуска'л	опуска'ла	опуска'ло	опуска'ли	опуска'ю	опуска'ешь	опуска'ет	опуска'ем	опуска'ете	опуска'ют
отправлять	отправля'ть	send, forward, dispatch, post, mail, perform, exercise	schicken, senden, aufgeben, abfertigen	imperfective	отправить	отправля'й	отправля'йте	отправля'л	отправля'ла	отправля'ло	отправля'ли	отправля'ю	отправля'ешь	отправля'ет	отправля'ем	отправля'ете	отправля'ют
уступить	уступи'ть	let have, cede, yield, give in, give way, concede, be inferior, abate, take off	abtreten, abgeben, nachgeben	perfective	уступать	уступи'	уступи'те	уступи'л	уступи'ла	уступи'ло	уступи'ли	уступлю'	усту'пишь	усту'пит	усту'пим	усту'пите	усту'пят
кипеть	кипе'ть	boil, seethe	kochen, sieden; gut vorangehen (Arbeit)	imperfective	закипеть	кипи'	кипи'те	кипе'л	кипе'ла	кипе'ло	кипе'ли	киплю'	кипи'шь	кипи'т	кипи'м	кипи'те	кипя'т
поплыть	поплы'ть	strike out, start swimming	schwimmen, fahren / segeln (Schiff / Boot etc.); treiben (auf/über dem Wasser, Wolken etc.)	perfective	плыть	поплыви'	поплыви'те	поплы'л	поплыла'	поплы'ло	поплы'ли	поплыву'	поплывёшь	поплывёт	поплывём	поплывёте	поплыву'т
ворваться	ворва'ться	burst in, storm in	eindringen, hineinstürmen	perfective	врываться	ворви'сь	ворви'тесь	ворва'лся	ворвала'сь	ворва'лось//ворвало'сь	ворва'лись//ворвали'сь	ворву'сь	ворвёшься	ворвётся	ворвёмся	ворвётесь	ворву'тся
создаваться	создава'ться	be created, arise, spring up	entstehen; sich herausbilden	imperfective	создаться	создава'йся	создава'йтесь	создава'лся	создава'лась	создава'лось	создава'лись	создаю'сь	создаёшься	создаётся	создаёмся	создаётесь	создаю'тся
изложить	изложи'ть	set forth, state, give an account, expound	wiedergeben, vorbringen, darlegen	perfective	излагать	изложи'	изложи'те	изложи'л	изложи'ла	изложи'ло	изложи'ли	изложу'	изло'жишь	изло'жит	изло'жим	изло'жите	изло'жат
посетить	посети'ть	visit; attend	besuchen, aufsuchen	perfective	посещать	посети'	посети'те	посети'л	посети'ла	посети'ло	посети'ли	посещу'	посети'шь	посети'т	посети'м	посети'те	посетя'т
замёрзнуть	замёрзнуть	freeze, be frozen, freeze to death, be killed by frost	gefrieren / zufrieren; erfrieren; durchfroren sein (stark frieren)	perfective	замерзать,мёрзнуть	замёрзни	замёрзните	замёрз	замёрзла	замёрзло	замёрзли	замёрзну	замёрзнешь	замёрзнет	замёрзнем	замёрзнете	замёрзнут
дымиться	дыми'ться	smoke, steam	rauchen, dampfen, qualmen	imperfective	-	дыми'сь	дыми'тесь	дыми'лся	дыми'лась	дыми'лось	дыми'лись	дымлю'сь	дыми'шься	дыми'тся	дыми'мся	дыми'тесь	дымя'тся
заявлять	заявля'ть	declare, announce	erklären, kundgeben; melden	imperfective	заявить	заявля'й	заявля'йте	заявля'л	заявля'ла	заявля'ло	заявля'ли	заявля'ю	заявля'ешь	заявля'ет	заявля'ем	заявля'ете	заявля'ют
различать	различа'ть	distinguish, discern, make out	unterscheiden, auseinanderhalten	imperfective	различить	различа'й	различа'йте	различа'л	различа'ла	различа'ло	различа'ли	различа'ю	различа'ешь	различа'ет	различа'ем	различа'ете	различа'ют
делить	дели'ть	divide; share	teilen, einteilen, verteilen, dividieren, unterteilen	imperfective	поделить,разделить	дели'	дели'те	дели'л	дели'ла	дели'ло	дели'ли	делю'	де'лишь	де'лит	де'лим	де'лите	де'лят
